County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Otsego County, Michigan",26137,57469,"1,427"
"Williamson County, Illinois",17199,57470,"1,426"
"Frontier County, Nebraska",31063,57500,"1,424"
"Hayes County, Nebraska",31085,57500,"1,424"
"Steuben County, New York",36101,57508,"1,423"
"Reno County, Kansas",20155,57512,"1,422"
"Atchison County, Missouri",29005,57526,"1,421"
"Cumberland County, New Jersey",34011,57550,"1,420"
"Cooper County, Missouri",29053,57568,"1,419"
"Montgomery County, Tennessee",47125,57572,"1,418"
"Greenlee County, Arizona",4011,57574,"1,417"
"Clark County, Kansas",20025,57576,"1,416"
"Woodbury County, Iowa",19193,57590,"1,415"
"Lee County, Florida",12071,57627,"1,414"
"Liberty County, Texas",48291,57634,"1,413"
"Bay County, Florida",12005,57635,"1,412"
"Jackson County, Wisconsin",55053,57637,"1,411"
"George County, Mississippi",28039,57639,"1,410"
"Berrien County, Michigan",26021,57640,"1,409"
"Indiana County, Pennsylvania",42063,57642,"1,408"
"Ionia County, Michigan",26067,57660,"1,407"
"Washington County, Ohio",39167,57662,"1,406"
"Pawnee County, Nebraska",31133,57692,"1,405"
"Shelby County, Tennessee",47157,57714,"1,404"
"Upton County, Texas",48461,57717,"1,403"
"Union County, Iowa",19175,57736,"1,402"
"Rains County, Texas",48379,57740,"1,401"
"Lane County, Oregon",41039,57766,"1,400"
"Karnes County, Texas",48255,57780,"1,399"
"Dodge County, Nebraska",31053,57788,"1,397"
"Perry County, Illinois",17145,57788,"1,397"
"Franklin County, New York",36033,57790,"1,396"
"Monroe County, Georgia",13207,57814,"1,395"
"Bay County, Michigan",26017,57819,"1,393"
"Blair County, Pennsylvania",42013,57819,"1,393"
"Clinton County, Pennsylvania",42035,57823,"1,391"
"Smith County, Texas",48423,57823,"1,391"
"Columbia County, Pennsylvania",42037,57829,"1,389"
"Schuyler County, Illinois",17169,57829,"1,389"
"Adair County, Missouri",29001,57837,"1,388"
"Hunt County, Texas",48231,57882,"1,387"
"Howard County, Missouri",29089,57925,"1,386"
"Cowlitz County, Washington",53015,57938,"1,385"
"Sanpete County, Utah",49039,57952,"1,384"
"Grimes County, Texas",48185,57973,"1,383"
"Mille Lacs County, Minnesota",27095,57984,"1,382"
"Harrison County, West Virginia",54033,58008,"1,381"
"Van Buren County, Iowa",19177,58011,"1,380"
"Moultrie County, Illinois",17139,58021,"1,379"
"Murray County, Oklahoma",40099,58024,"1,378"
"Butte County, South Dakota",46019,58026,"1,377"
"Newport News City, Virginia",51700,58040,"1,376"
"Pipestone County, Minnesota",27117,58051,"1,375"
"Vanderburgh County, Indiana",18163,58062,"1,374"
"Upshur County, Texas",48459,58069,"1,373"
"Franklin County, Idaho",16041,58074,"1,372"
"Powder River County, Montana",30075,58077,"1,371"
"Koochiching County, Minnesota",27071,58078,"1,370"
"Cascade County, Montana",30013,58102,"1,369"
"St. Joseph County, Indiana",18141,58116,"1,368"
"Rawlins County, Kansas",20153,58125,"1,367"
"Washington County, Utah",49053,58145,"1,366"
"Linn County, Kansas",20107,58151,"1,365"
"Gilliam County, Oregon",41021,58162,"1,364"
"Johnson County, Nebraska",31097,58164,"1,363"
"Moore County, Tennessee",47127,58217,"1,362"
"Bayfield County, Wisconsin",55007,58218,"1,361"
"Ashland County, Ohio",39005,58242,"1,359"
"Phillips County, Colorado",8095,58242,"1,359"
"Shackelford County, Texas",48417,58272,"1,358"
"Union County, Indiana",18161,58286,"1,357"
"Valley County, Idaho",16085,58299,"1,356"
"Cass County, Illinois",17017,58308,"1,355"
"Stonewall County, Texas",48433,58320,"1,354"
"Callaway County, Missouri",29027,58327,"1,353"
"Clarke County, Iowa",19039,58333,"1,352"
"Bell County, Texas",48027,58341,"1,351"
"Faribault County, Minnesota",27043,58343,"1,350"
"White County, Illinois",17193,58353,"1,349"
"Buchanan County, Missouri",29021,58355,"1,348"
"Keith County, Nebraska",31101,58371,"1,347"
"Jackson County, Mississippi",28059,58374,"1,346"
"Guilford County, North Carolina",37081,58378,"1,345"
"Buncombe County, North Carolina",37021,58388,"1,344"
"Juab County, Utah",49023,58389,"1,343"
"Chatham County, Georgia",13051,58394,"1,342"
"Wayne County, Iowa",19185,58397,"1,341"
"Lampasas County, Texas",48281,58410,"1,340"
"LaPorte County, Indiana",18091,58424,"1,339"
"Platte County, Wyoming",56031,58427,"1,338"
"Henderson County, North Carolina",37089,58428,"1,337"
"Jackson County, Michigan",26075,58432,"1,336"
"Schuylkill County, Pennsylvania",42107,58441,"1,335"
"Indian River County, Florida",12061,58448,"1,334"
"Brooke County, West Virginia",54009,58460,"1,333"
"Bonneville County, Idaho",16019,58500,"1,332"
"Calhoun County, Iowa",19025,58512,"1,331"
"Jackson County, Iowa",19097,58516,"1,330"
"Sutter County, California",6101,58524,"1,329"
"Clinton County, Indiana",18023,58546,"1,328"
"Barton County, Kansas",20009,58558,"1,326"
"Hall County, Georgia",13139,58558,"1,326"
"Lubbock County, Texas",48303,58569,"1,325"
"Deuel County, Nebraska",31049,58571,"1,324"
"Iroquois County, Illinois",17075,58577,"1,323"
"Nueces County, Texas",48355,58589,"1,322"
"Buena Vista County, Iowa",19021,58604,"1,321"
"Carbon County, Pennsylvania",42025,58605,"1,319"
"Paulding County, Ohio",39125,58605,"1,319"
"Rockbridge County, Virginia",51163,58614,"1,318"
"Vernon County, Wisconsin",55123,58629,"1,317"
"Franklin County, Iowa",19069,58636,"1,316"
"Adams County, Iowa",19003,58659,"1,315"
"Knox County, Ohio",39083,58661,"1,314"
"Flathead County, Montana",30029,58670,"1,313"
"Mineral County, Nevada",32021,58676,"1,312"
"Washita County, Oklahoma",40149,58682,"1,310"
"Westmoreland County, Virginia",51193,58682,"1,310"
"Adair County, Iowa",19001,58738,"1,309"
"Erie County, Pennsylvania",42049,58746,"1,308"
"San Juan County, New Mexico",35045,58777,"1,307"
"Lincoln County, Washington",53043,58810,"1,306"
"Herkimer County, New York",36043,58822,"1,305"
"Clatsop County, Oregon",41007,58825,"1,304"
"Maury County, Tennessee",47119,58844,"1,303"
"Jack County, Texas",48237,58854,"1,302"
"Winnebago County, Illinois",17201,58858,"1,301"
"Warren County, Kentucky",21227,58863,"1,300"
"Hutchinson County, Texas",48233,58909,"1,299"
"Knox County, Nebraska",31107,58912,"1,298"
"Nelson County, Kentucky",21179,58946,"1,297"
"Carson City, Nevada",32510,58947,"1,296"
"Trimble County, Kentucky",21223,58962,"1,295"
"Kootenai County, Idaho",16055,58966,"1,294"
"Southampton County, Virginia",51175,58977,"1,292"
"Wichita County, Kansas",20203,58977,"1,292"
"Baker County, Florida",12003,58995,"1,291"
"Pocahontas County, Iowa",19151,59009,"1,290"
"Daviess County, Kentucky",21059,59013,"1,289"
"Harlan County, Nebraska",31083,59038,"1,288"
"Sherman County, Oregon",41055,59063,"1,287"
"Jessamine County, Kentucky",21113,59065,"1,286"
"Cumberland County, Illinois",17035,59077,"1,285"
"Doniphan County, Kansas",20043,59079,"1,284"
"Comanche County, Kansas",20033,59083,"1,282"
"San Bernardino County, California",6071,59083,"1,282"
"Davis County, Iowa",19051,59088,"1,281"
"Scott County, Kansas",20171,59096,"1,280"
"Howard County, Indiana",18067,59111,"1,279"
"Oswego County, New York",36075,59137,"1,278"
"Wakulla County, Florida",12129,59145,"1,277"
"Chase County, Kansas",20017,59150,"1,275"
"Emery County, Utah",49015,59150,"1,275"
"Appomattox County, Virginia",51011,59159,"1,274"
"Montgomery County, Illinois",17135,59167,"1,273"
"Franklin County, Washington",53021,59169,"1,272"
"Jefferson County, Iowa",19101,59173,"1,271"
"Adams County, Indiana",18001,59178,"1,270"
"Liberty County, Montana",30051,59180,"1,269"
"Defiance County, Ohio",39039,59189,"1,268"
"Jefferson County, Florida",12065,59196,"1,267"
"Ste. Genevieve County, Missouri",29186,59216,"1,266"
"Sherman County, Nebraska",31163,59222,"1,265"
"Greene County, Iowa",19073,59242,"1,264"
"Bland County, Virginia",51021,59258,"1,263"
"Wright County, Iowa",19197,59263,"1,262"
"Holt County, Nebraska",31089,59279,"1,261"
"Tipton County, Indiana",18159,59286,"1,260"
"Cache County, Utah",49005,59288,"1,259"
"Beauregard Parish, Louisiana",22011,59289,"1,258"
"Pulaski County, Arkansas",5119,59305,"1,257"
"Van Wert County, Ohio",39161,59310,"1,256"
"Cape Girardeau County, Missouri",29031,59337,"1,255"
"Bexar County, Texas",48029,59348,"1,254"
"Franklin County, Nebraska",31061,59357,"1,253"
"Harding County, South Dakota",46063,59375,"1,252"
"Moniteau County, Missouri",29135,59383,"1,251"
"Clark County, Kentucky",21049,59400,"1,250"
"Thayer County, Nebraska",31169,59412,"1,249"
"Blount County, Tennessee",47009,59416,"1,248"
"Bingham County, Idaho",16011,59419,"1,247"
"Catoosa County, Georgia",13047,59426,"1,246"
"Logan County, Ohio",39091,59429,"1,245"
"Dickinson County, Kansas",20041,59447,"1,244"
"Burnet County, Texas",48053,59452,"1,243"
"Shenandoah County, Virginia",51171,59459,"1,242"
"Douglas County, South Dakota",46043,59472,"1,241"
"Freeborn County, Minnesota",27047,59478,"1,240"
"McPherson County, Nebraska",31117,59479,"1,239"
"McIntosh County, North Dakota",38051,59489,"1,237"
"Saline County, Kansas",20169,59489,"1,237"
"Stark County, Ohio",39151,59502,"1,236"
"Saline County, Nebraska",31151,59503,"1,235"
"Orange County, Texas",48361,59507,"1,234"
"Spink County, South Dakota",46115,59508,"1,233"
"Lenawee County, Michigan",26091,59511,"1,232"
"Big Horn County, Wyoming",56003,59519,"1,231"
"Susquehanna County, Pennsylvania",42115,59527,"1,230"
"Elk County, Pennsylvania",42047,59551,"1,229"
"Alleghany County and Clifton Forge City, Virginia",51005,59570,"1,228"
"Duval County, Florida",12031,59580,"1,227"
"Valley County, Nebraska",31175,59583,"1,226"
"Marshall County, Indiana",18099,59601,"1,225"
"Palo Alto County, Iowa",19147,59606,"1,224"
"Tom Green County, Texas",48451,59614,"1,223"
"Amherst County, Virginia",51009,59615,"1,222"
"Luzerne County, Pennsylvania",42079,59622,"1,221"
"Assumption Parish, Louisiana",22007,59656,"1,220"
"Meade County, Kansas",20119,59659,"1,219"
"Ward County, Texas",48475,59688,"1,218"
"Hockley County, Texas",48219,59696,"1,217"
"Richardson County, Nebraska",31147,59699,"1,216"
"Tuscaloosa County, Alabama",1125,59726,"1,215"
"Hubbard County, Minnesota",27057,59736,"1,214"
"Johnston County, North Carolina",37101,59775,"1,213"
"Howard County, Texas",48227,59785,"1,212"
"Carroll County, Illinois",17015,59786,"1,210"
"Harper County, Oklahoma",40059,59786,"1,210"
"Hot Springs County, Wyoming",56017,59787,"1,209"
"Niobrara County, Wyoming",56027,59821,"1,208"
"Edgefield County, South Carolina",45037,59828,"1,207"
"Archuleta County, Colorado",8007,59834,"1,206"
"Clayton County, Iowa",19043,59837,"1,205"
"Washington County, Oklahoma",40147,59841,"1,204"
"Noble County, Indiana",18113,59843,"1,203"
"Lewis County, New York",36049,59877,"1,202"
"Loudon County, Tennessee",47105,59896,"1,201"
"Mason County, Washington",53045,59898,"1,200"
"Hamilton County, Illinois",17065,59920,"1,199"
"Tuolumne County, California",6109,59921,"1,198"
"Marshall County, Kansas",20117,59926,"1,197"
"San Joaquin County, California",6077,59946,"1,196"
"Lackawanna County, Pennsylvania",42069,59955,"1,195"
"Ripley County, Indiana",18137,59967,"1,194"
"Humboldt County, Iowa",19091,59972,"1,193"
"Clark County, Nevada",32003,59993,"1,192"
"Sherman County, Texas",48421,60000,"1,190"
"Stafford County, Kansas",20185,60000,"1,190"
"Dorchester County, Maryland",24019,60012,"1,189"
"Bradford County, Pennsylvania",42015,60037,"1,188"
"Lincoln County, Missouri",29113,60047,"1,187"
"Bernalillo County, New Mexico",35001,60050,"1,185"
"DeKalb County, Indiana",18033,60050,"1,185"
"Whiteside County, Illinois",17195,60057,"1,184"
"Franklin County, Indiana",18047,60062,"1,183"
"Green Lake County, Wisconsin",55047,60068,"1,181"
"Louisa County, Iowa",19115,60068,"1,181"
"Plumas County, California",6063,60077,"1,180"
"Winnebago County, Iowa",19189,60086,"1,179"
"Sumter County, Florida",12119,60099,"1,178"
"Merrick County, Nebraska",31121,60110,"1,177"
"Charlevoix County, Michigan",26029,60113,"1,176"
"Leon County, Texas",48289,60121,"1,175"
"Nobles County, Minnesota",27105,60127,"1,174"
"Ida County, Iowa",19093,60133,"1,173"
"Boise County, Idaho",16015,60134,"1,172"
"Davie County, North Carolina",37059,60137,"1,171"
"Forsyth County, North Carolina",37067,60148,"1,170"
"Victoria County, Texas",48469,60161,"1,169"
"Rock County, Nebraska",31149,60163,"1,168"
"Wyandot County, Ohio",39175,60167,"1,167"
"Grant County, South Dakota",46051,60169,"1,166"
"Ness County, Kansas",20135,60170,"1,165"
"Holmes County, Ohio",39075,60183,"1,164"
"Lycoming County, Pennsylvania",42081,60191,"1,163"
"DeKalb County, Georgia",13089,60203,"1,162"
"Cheyenne County, Kansas",20023,60217,"1,161"
"Fall River County, South Dakota",46047,60230,"1,160"
"Douglas County, Georgia",13097,60243,"1,159"
"Ohio County, West Virginia",54069,60247,"1,158"
"LaFourche Parish, Louisiana",22057,60263,"1,157"
"Dawes County, Nebraska",31045,60267,"1,156"
"Chase County, Nebraska",31029,60278,"1,155"
"Caroline County, Maryland",24011,60299,"1,154"
"Panola County, Texas",48365,60311,"1,153"
"Berkeley County, South Carolina",45015,60312,"1,152"
"Henry County, Iowa",19087,60335,"1,151"
"Nez Perce County, Idaho",16069,60341,"1,150"
"Oklahoma County, Oklahoma",40109,60346,"1,149"
"Ochiltree County, Texas",48357,60357,"1,148"
"Androscoggin County, Maine",23001,60363,"1,147"
"Jefferson County, Alabama",1073,60367,"1,146"
"Wayne County, Ohio",39169,60378,"1,145"
"Davidson County, Tennessee",47037,60398,"1,144"
"Brevard County, Florida",12009,60408,"1,143"
"Carroll County, Indiana",18015,60411,"1,142"
"Allen County, Indiana",18003,60421,"1,141"
"Hamilton County, Iowa",19079,60427,"1,140"
"Christian County, Missouri",29043,60435,"1,138"
"Davison County, South Dakota",46035,60435,"1,138"
"Robertson County, Tennessee",47147,60448,"1,137"
"Clallam County, Washington",53009,60461,"1,136"
"Champaign County, Ohio",39021,60462,"1,135"
"Noble County, Oklahoma",40103,60471,"1,134"
"Marion County, Kansas",20115,60477,"1,133"
"Otsego County, New York",36077,60490,"1,132"
"Marquette County, Michigan",26103,60492,"1,131"
"Teton County, Montana",30099,60500,"1,130"
"Watauga County, North Carolina",37189,60515,"1,129"
"Page County, Iowa",19145,60519,"1,128"
"Adams County, Illinois",17001,60544,"1,127"
"Douglas County, Wisconsin",55031,60549,"1,126"
"Cuyahoga County, Ohio",39035,60554,"1,125"
"Carteret County, North Carolina",37031,60560,"1,124"
"Lake County, Indiana",18089,60576,"1,123"
"Camden County, Georgia",13039,60581,"1,122"
"Limestone County, Alabama",1083,60588,"1,121"
"Beaver County, Utah",49001,60613,"1,120"
"Lake County, Minnesota",27075,60634,"1,119"
"Tipton County, Tennessee",47167,60639,"1,118"
"Hamilton County, New York",36041,60650,"1,117"
"Gibson County, Indiana",18051,60675,"1,116"
"Mesa County, Colorado",8077,60676,"1,115"
"Grant County, Oklahoma",40053,60682,"1,113"
"Stanton County, Nebraska",31167,60682,"1,113"
"Hampton City, Virginia",51650,60693,"1,112"
"Nelson County, Virginia",51125,60699,"1,111"
"Franklin County, Missouri",29071,60722,"1,110"
"Pointe Coupee Parish, Louisiana",22077,60729,"1,109"
"Mitchell County, Texas",48335,60733,"1,108"
"Hutchinson County, South Dakota",46067,60734,"1,107"
"Madison County, Montana",30057,60739,"1,105"
"Northwest Arctic Borough, Alaska",2188,60739,"1,105"
"Macon County, Illinois",17115,60745,"1,104"
"Knox County, Maine",23013,60749,"1,103"
"Alfalfa County, Oklahoma",40003,60767,"1,102"
"Lincoln County, North Carolina",37109,60810,"1,101"
"Rock County, Wisconsin",55105,60820,"1,100"
"Kennebec County, Maine",23011,60866,"1,099"
"Bennington County, Vermont",50003,60869,"1,098"
"Redwood County, Minnesota",27127,60872,"1,097"
"Grayson County, Texas",48181,60873,"1,096"
"Kiowa County, Kansas",20097,60900,"1,095"
"Dewey County, Oklahoma",40043,60901,"1,094"
"Scott County, Illinois",17171,60905,"1,093"
"Yamhill County, Oregon",41071,60909,"1,092"
"Mariposa County, California",6043,60921,"1,091"
"Wayne County, Pennsylvania",42127,60924,"1,090"
"Bon Homme County, South Dakota",46009,60947,"1,089"
"Colfax County, Nebraska",31037,60956,"1,088"
"Ford County, Illinois",17053,60965,"1,087"
"Guthrie County, Iowa",19077,61006,"1,086"
"Walton County, Georgia",13297,61012,"1,085"
"Hancock County, Maine",23009,61014,"1,084"
"St. Clair County, Alabama",1115,61031,"1,083"
"Pinellas County, Florida",12103,61036,"1,082"
"Llano County, Texas",48299,61069,"1,081"
"Jackson County, Missouri",29095,61076,"1,080"
"Coconino County, Arizona",4005,61083,"1,079"
"Staunton City, Virginia",51790,61097,"1,078"
"Hardin County, Kentucky",21093,61110,"1,076"
"Union County, Pennsylvania",42119,61110,"1,076"
"Washington County, Texas",48477,61118,"1,075"
"Oneida County, Wisconsin",55085,61125,"1,074"
"Kosciusko County, Indiana",18085,61127,"1,073"
"Pendleton County, Kentucky",21191,61133,"1,072"
"Winkler County, Texas",48495,61140,"1,071"
"Lee County, Alabama",1081,61141,"1,070"
"Manatee County, Florida",12081,61149,"1,069"
"Schuyler County, New York",36097,61155,"1,068"
"Big Stone County, Minnesota",27011,61168,"1,067"
"Howard County, Iowa",19089,61172,"1,066"
"Audubon County, Iowa",19009,61224,"1,065"
"Johnson County, Missouri",29101,61236,"1,063"
"St. James Parish, Louisiana",22093,61236,"1,063"
"Pike County, Georgia",13231,61243,"1,062"
"Ellsworth County, Kansas",20053,61250,"1,061"
"Hillsborough County, Florida",12057,61262,"1,060"
"Worth County, Iowa",19195,61265,"1,059"
"Hawaii County, Hawaii",15001,61268,"1,058"
"Crow Wing County, Minnesota",27035,61279,"1,057"
"Coke County, Texas",48081,61315,"1,056"
"Cherry County, Nebraska",31031,61321,"1,055"
"Brazos County, Texas",48041,61324,"1,054"
"Grant County, Wisconsin",55043,61343,"1,053"
"Washington County, New York",36115,61344,"1,052"
"Plaquemines Parish, Louisiana",22075,61345,"1,051"
"Burleson County, Texas",48051,61360,"1,050"
"Pepin County, Wisconsin",55091,61361,"1,049"
"Putnam County, Indiana",18133,61371,"1,048"
"White County, Indiana",18181,61394,"1,047"
"Kearny County, Kansas",20093,61403,"1,046"
"Polk County, Wisconsin",55095,61404,"1,044"
"Swift County, Minnesota",27151,61404,"1,044"
"Randolph County, Illinois",17157,61410,"1,043"
"Franklin County, Kansas",20059,61437,"1,042"
"Chelan County, Washington",53007,61464,"1,041"
"Chickasaw County, Iowa",19037,61472,"1,039"
"Grady County, Oklahoma",40051,61472,"1,039"
"Clay County, Nebraska",31035,61510,"1,037"
"Meade County, South Dakota",46093,61510,"1,037"
"Millard County, Utah",49027,61538,"1,036"
"Pawnee County, Kansas",20145,61540,"1,035"
"Cooke County, Texas",48097,61547,"1,034"
"Campbell County, South Dakota",46021,61563,"1,032"
"Stark County, Illinois",17175,61563,"1,032"
"Gaines County, Texas",48165,61581,"1,031"
"Yates County, New York",36123,61588,"1,030"
"Dixon County, Nebraska",31051,61591,"1,028"
"Madison County, Nebraska",31119,61591,"1,028"
"Carbon County, Utah",49007,61600,"1,027"
"Buffalo County, Wisconsin",55011,61607,"1,026"
"Macoupin County, Illinois",17117,61629,"1,025"
"Northumberland County, Virginia",51133,61633,"1,024"
"Calhoun County, South Carolina",45017,61640,"1,023"
"Marshall County, Iowa",19127,61662,"1,022"
"Banner County, Nebraska",31007,61667,"1,021"
"Jefferson Parish, Louisiana",22051,61691,"1,020"
"Erie County, Ohio",39043,61704,"1,019"
"Rockingham County, Virginia",51165,61718,"1,018"
"Grant County, Minnesota",27051,61726,"1,017"
"Clay County, South Dakota",46027,61737,"1,016"
"Allegan County, Michigan",26005,61753,"1,015"
"Watonwan County, Minnesota",27165,61773,"1,014"
"Roger Mills County, Oklahoma",40129,61774,"1,013"
"Lonoke County, Arkansas",5085,61788,"1,012"
"Broward County, Florida",12011,61809,"1,010"
"Tulsa County, Oklahoma",40143,61809,"1,010"
"Jones County, Georgia",13169,61813,"1,009"
"Wyoming County, Pennsylvania",42131,61832,"1,008"
"Franklin County, Kentucky",21073,61840,"1,007"
"Oneida County, New York",36065,61842,"1,006"
"Morrow County, Ohio",39117,61843,"1,005"
"Burt County, Nebraska",31021,61846,"1,004"
"St. Clair County, Michigan",26147,61848,"1,003"
"Lapeer County, Michigan",26087,61849,"1,002"
"Beaver County, Oklahoma",40007,61875,"1,000"
"Grant County, North Dakota",38037,61875,"1,000"
"Kearney County, Nebraska",31099,61880,999
"Hamilton County, Tennessee",47065,61887,998
"Fayette County, Texas",48149,61892,997
"Rock Island County, Illinois",17161,61895,996
"Walsh County, North Dakota",38099,61907,995
"Augusta County, Virginia",51015,61913,994
"Kent County, Texas",48263,61932,993
"Wayne County, New York",36117,61933,992
"Norman County, Minnesota",27107,61941,991
"Osage County, Kansas",20139,61972,990
"Lincoln County, Wisconsin",55069,61974,989
"Walworth County, South Dakota",46129,62000,988
"Deschutes County, Oregon",41017,62013,987
"Nassau County, Florida",12089,62014,986
"Morgan County, Illinois",17137,62023,985
"Beadle County, South Dakota",46005,62024,984
"Box Elder County, Utah",49003,62043,983
"Perry County, Missouri",29157,62049,982
"Suffolk County, Massachusetts",25025,62050,981
"Park County, Montana",30067,62067,980
"Coffee County, Alabama",1031,62075,979
"Norton County, Kansas",20137,62105,978
"Jefferson County, Washington",53031,62118,977
"Moody County, South Dakota",46101,62125,976
"Clay County, Texas",48077,62201,975
"Harris County, Texas",48201,62210,974
"Sullivan County, New York",36105,62222,973
"Lincoln County, Maine",23015,62227,972
"Monroe County, Wisconsin",55081,62244,971
"Ohio County, Indiana",18115,62246,970
"Carter County, Montana",30011,62250,969
"Gage County, Nebraska",31067,62251,968
"Wabash County, Illinois",17185,62257,967
"Baldwin County, Alabama",1003,62271,966
"Lincoln County, Kansas",20105,62273,965
"Jackson County, Georgia",13157,62285,964
"Walla Walla County, Washington",53071,62309,963
"Calhoun County, Texas",48057,62319,962
"Chaffee County, Colorado",8015,62336,961
"Hampden County, Massachusetts",25013,62350,960
"Fredericksburg City, Virginia",51630,62361,959
"Martin County, Minnesota",27091,62397,958
"Lake of the Woods County, Minnesota",27077,62411,957
"Lafayette County, Mississippi",28071,62416,956
"Hudson County, New Jersey",34017,62436,954
"Morrison County, Minnesota",27097,62436,954
"Lincoln County, Nebraska",31111,62439,953
"Monterey County, California",6053,62441,952
"Carroll County, New Hampshire",33003,62468,951
"Hamlin County, South Dakota",46057,62478,950
"Carbon County, Montana",30009,62500,947
"Cuming County, Nebraska",31039,62500,947
"Sheridan County, Kansas",20179,62500,947
"Broome County, New York",36007,62558,946
"Barber County, Kansas",20007,62583,945
"Lamar County, Mississippi",28073,62615,944
"Yellow Medicine County, Minnesota",27173,62639,943
"Pratt County, Kansas",20151,62641,942
"Clay County, Kansas",20027,62665,941
"Ingham County, Michigan",26065,62674,940
"Los Angeles County, California",6037,62703,939
"Uinta County, Wyoming",56041,62720,938
"Cheatham County, Tennessee",47021,62737,937
"Fillmore County, Nebraska",31059,62741,936
"Miami County, Ohio",39109,62745,935
"Loup County, Nebraska",31115,62750,934
"Middlesex County, Virginia",51119,62819,933
"Lafayette County, Wisconsin",55065,62833,932
"Houston County, Georgia",13153,62835,931
"Rock County, Minnesota",27133,62885,930
"Salem City, Virginia",51775,62903,929
"Rice County, Kansas",20159,62904,928
"Custer County, South Dakota",46033,62909,927
"Jerauld County, South Dakota",46073,62917,926
"Warren County, Indiana",18171,62931,925
"Jefferson County, Kentucky",21111,62932,924
"Sanborn County, South Dakota",46111,62935,923
"Edwards County, Texas",48137,62969,922
"Beaverhead County, Montana",30001,62974,921
"Rutland County, Vermont",50021,62989,920
"Black Hawk County, Iowa",19013,63011,919
"McDonough County, Illinois",17109,63068,918
"Becker County, Minnesota",27005,63070,917
"Ray County, Missouri",29177,63074,916
"Bureau County, Illinois",17011,63101,915
"Providence County, Rhode Island",44007,63103,914
"Pickens County, Georgia",13227,63106,913
"Iredell County, North Carolina",37097,63109,912
"Baylor County, Texas",48023,63125,910
"Cheyenne County, Colorado",8017,63125,910
"Grant County, Kansas",20067,63141,909
"Harrison County, Indiana",18061,63206,908
"Wicomico County, Maryland",24045,63231,907
"Moore County, North Carolina",37125,63254,906
"Stevens County, Kansas",20189,63255,905
"Wells County, North Dakota",38103,63267,904
"Berkeley County, West Virginia",54003,63304,903
"Bond County, Illinois",17005,63306,902
"Sussex County, Delaware",10005,63311,901
"Yankton County, South Dakota",46135,63314,900
"Greenville County, South Carolina",45045,63319,899
"Jersey County, Illinois",17083,63342,898
"Oconto County, Wisconsin",55083,63356,897
"Tama County, Iowa",19171,63379,896
"Charles City County, Virginia",51036,63384,895
"Hettinger County, North Dakota",38041,63393,893
"Kidder County, North Dakota",38043,63393,893
"Spokane County, Washington",53063,63402,892
"Cerro Gordo County, Iowa",19033,63408,891
"Tippecanoe County, Indiana",18157,63409,890
"Dunn County, Wisconsin",55033,63450,889
"Wood County, Wisconsin",55141,63461,888
"Wells County, Indiana",18179,63470,887
"Lee County, Texas",48287,63482,886
"Waupaca County, Wisconsin",55135,63490,885
"Traverse County, Minnesota",27155,63500,884
"Kane County, Utah",49025,63532,883
"Renville County, Minnesota",27129,63562,882
"Boone County, Nebraska",31011,63569,881
"Dare County, North Carolina",37055,63586,880
"Butler County, Nebraska",31023,63592,879
"Warren County, Missouri",29219,63607,878
"Kalamazoo County, Michigan",26077,63609,877
"Jasper County, Indiana",18073,63610,876
"Manitowoc County, Wisconsin",55071,63645,875
"Colonial Heights City, Virginia",51570,63657,874
"Butler County, Iowa",19023,63710,873
"Monroe County, Indiana",18105,63712,872
"Kankakee County, Illinois",17091,63716,871
"Riverside County, California",6065,63737,870
"East Baton Rouge Parish, Louisiana",22033,63744,869
"Lake County, Colorado",8065,63750,866
"Sac County, Iowa",19161,63750,866
"Sweet Grass County, Montana",30097,63750,866
"Whitley County, Indiana",18183,63755,865
"Major County, Oklahoma",40093,63770,864
"Sedgwick County, Kansas",20173,63779,863
"Marshall County, South Dakota",46091,63792,862
"Roseau County, Minnesota",27135,63811,861
"La Salle County, Illinois",17099,63812,860
"Goliad County, Texas",48175,63814,859
"Crockett County, Texas",48105,63827,858
"Custer County, Montana",30017,63841,857
"Logan County, Nebraska",31113,63864,856
"Aleutians East Borough, Alaska",2013,63913,855
"Pierce County, North Dakota",38069,63915,854
"Lea County, New Mexico",35025,63943,853
"Cayuga County, New York",36011,63969,852
"Seneca County, New York",36099,63975,851
"Richland County, South Carolina",45079,63994,850
"Shelby County, Indiana",18145,64000,849
"Waller County, Texas",48473,64004,848
"Bandera County, Texas",48019,64008,847
"Whitman County, Washington",53075,64016,846
"Polk County, Oregon",41053,64035,845
"Greene County, New York",36039,64058,844
"Mitchell County, Iowa",19131,64078,843
"Latah County, Idaho",16057,64079,842
"Muscatine County, Iowa",19139,64083,841
"Emmet County, Iowa",19063,64085,840
"Wyoming County, New York",36121,64100,839
"Wagoner County, Oklahoma",40145,64107,838
"Cook County, Minnesota",27031,64120,837
"Ellis County, Kansas",20051,64131,836
"Osceola County, Iowa",19143,64133,835
"Haskell County, Kansas",20081,64141,834
"Bullitt County, Kentucky",21029,64153,832
"Clark County, Indiana",18019,64153,832
"St. Clair County, Illinois",17163,64168,831
"Chippewa County, Minnesota",27023,64179,830
"Morgan County, Indiana",18109,64188,829
"Columbia County, Oregon",41009,64189,828
"Hardin County, Texas",48199,64192,827
