"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight
	"Lincoln Parish, LA"	"22061"	17086.61	84371
	"Livingston Parish, LA"	"22063"	17641.45	120530
	"Madison Parish, LA"	"22065"	17289.62	108477
	"Morehouse Parish, LA"	"22067"	17034.06	132583
	"Natchitoches Parish, LA"	"22069"	17233.25	241060
	"Orleans Parish, LA"	"22071"	17999.75	36159
	"Ouachita Parish, LA"	"22073"	17127.79	120530
	"Plaquemines Parish, LA"	"22075"	19997.76	180795
	"Pointe Coupee Parish, LA"	"22077"	17396.47	108477
	"Rapides Parish, LA"	"22079"	17327.90	253113
	"Red River Parish, LA"	"22081"	17181.92	72318
	"Richland Parish, LA"	"22083"	17177.88	120530
	"Sabine Parish, LA"	"22085"	17270.73	192848
	"St. Bernard Parish, LA"	"22087"	19658.19	96424
	"St. Charles Parish, LA"	"22089"	17543.25	72318
	"St. Helena Parish, LA"	"22091"	17292.57	96424
	"St. James Parish, LA"	"22093"	17384.80	60265
	"St. John the Baptist Parish, LA"	"22095"	17629.04	60265
	"St. Landry Parish, LA"	"22097"	17431.61	168742
	"St. Martin Parish, LA"	"22099"	17493.03	156689
	"St. Mary Parish, LA"	"22101"	17757.58	120530
	"St. Tammany Parish, LA"	"22103"	17620.65	168742
	"Tangipahoa Parish, LA"	"22105"	17646.24	156689
	"Tensas Parish, LA"	"22107"	17383.26	120530
	"Terrebonne Parish, LA"	"22109"	18254.49	241060
	"Union Parish, LA"	"22111"	17095.03	168742
	"Vermilion Parish, LA"	"22113"	19064.45	241060
	"Vernon Parish, LA"	"22115"	17303.75	229007
	"Washington Parish, LA"	"22117"	17378.64	132583
	"Webster Parish, LA"	"22119"	17012.61	120530
	"West Baton Rouge Parish, LA"	"22121"	17342.87	24106
	"West Carroll Parish, LA"	"22123"	17114.14	72318
	"West Feliciana Parish, LA"	"22125"	17331.61	72318
	"Winn Parish, LA"	"22127"	17256.17	180795
	"Androscoggin County, ME"	"23001"	14049.04	108477
	"Aroostook County, ME"	"23003"	13242.79	1603049
	"Cumberland County, ME"	"23005"	14480.63	216954
	"Franklin County, ME"	"23007"	13506.29	373643
	"Hancock County, ME"	"23009"	13839.26	337484
	"Kennebec County, ME"	"23011"	13928.06	229007
	"Knox County, ME"	"23013"	14208.79	72318
	"Lincoln County, ME"	"23015"	14300.77	84371
	"Oxford County, ME"	"23017"	13788.57	482120
	"Penobscot County, ME"	"23019"	13472.59	879869
	"Piscataquis County, ME"	"23021"	13310.79	1012452
	"Sagadahoc County, ME"	"23023"	14435.86	48212
	"Somerset County, ME"	"23025"	13361.29	916028
	"Waldo County, ME"	"23027"	13915.78	156689
	"Washington County, ME"	"23029"	13677.50	626756
	"York County, ME"	"23031"	14703.98	241060
	"Allegany County, MD"	"24001"	14667.46	108477
	"Anne Arundel County, MD"	"24003"	15914.36	96424
	"Baltimore County, MD"	"24005"	15218.61	120530
	"Calvert County, MD"	"24009"	16216.12	60265
	"Caroline County, MD"	"24011"	15525.25	60265
	"Carroll County, MD"	"24013"	15007.69	96424
	"Cecil County, MD"	"24015"	15288.89	108477
	"Charles County, MD"	"24017"	15688.24	84371
	"Dorchester County, MD"	"24019"	15826.94	120530
	"Frederick County, MD"	"24021"	15006.85	156689
	"Garrett County, MD"	"24023"	14482.49	156689
	"Harford County, MD"	"24025"	15236.31	96424
	"Howard County, MD"	"24027"	15232.46	48212
	"Kent County, MD"	"24029"	15426.53	60265
	"Montgomery County, MD"	"24031"	15216.56	96424
	"Prince George's County, MD"	"24033"	15592.56	132583
	"Queen Anne's County, MD"	"24035"	15486.76	48212
	"St. Mary's County, MD"	"24037"	16176.32	60265
	"Somerset County, MD"	"24039"	16003.90	48212
	"Talbot County, MD"	"24041"	15572.66	48212
	"Washington County, MD"	"24043"	14895.82	96424
	"Wicomico County, MD"	"24045"	15776.33	96424
	"Worcester County, MD"	"24047"	16661.65	108477
	"Baltimore city, MD"	"24510"	15636.66	24106
	"Barnstable County, MA"	"25001"	15731.84	96424
	"Berkshire County, MA"	"25003"	14359.78	229007
	"Bristol County, MA"	"25005"	14983.00	120530
	"Dukes County, MA"	"25007"	15907.08	24106
	"Essex County, MA"	"25009"	15265.82	108477
	"Franklin County, MA"	"25011"	14328.10	192848
	"Hampden County, MA"	"25013"	14495.76	168742
	"Hampshire County, MA"	"25015"	14382.76	84371
	"Middlesex County, MA"	"25017"	14543.62	204901
	"Nantucket County, MA"	"25019"	15658.22	12053
	"Norfolk County, MA"	"25021"	14711.12	84371
	"Plymouth County, MA"	"25023"	15673.24	168742
	"Suffolk County, MA"	"25025"	14760.47	12053
	"Worcester County, MA"	"25027"	14483.92	373643
	"Alcona County, MI"	"26001"	14413.93	180795
	"Alger County, MI"	"26003"	14692.71	229007
	"Allegan County, MI"	"26005"	14764.15	216954
	"Alpena County, MI"	"26007"	14785.97	144636
	"Antrim County, MI"	"26009"	14454.60	108477
	"Arenac County, MI"	"26011"	14507.78	60265
	"Baraga County, MI"	"26013"	13646.12	216954
	"Barry County, MI"	"26015"	14314.96	108477
	"Bay County, MI"	"26017"	14257.57	84371
	"Benzie County, MI"	"26019"	14606.07	72318
	"Berrien County, MI"	"26021"	14815.57	120530
	"Branch County, MI"	"26023"	14470.86	108477
	"Calhoun County, MI"	"26025"	14372.84	96424
	"Cass County, MI"	"26027"	14636.78	144636
	"Charlevoix County, MI"	"26029"	14722.56	84371
	"Cheboygan County, MI"	"26031"	14144.99	168742
	"Chippewa County, MI"	"26033"	14157.17	349537
	"Clare County, MI"	"26035"	14184.90	96424
	"Clinton County, MI"	"26037"	14205.54	144636
	"Crawford County, MI"	"26039"	13890.96	144636
	"Delta County, MI"	"26041"	14729.16	277219
	"Dickinson County, MI"	"26043"	13930.40	180795
	"Eaton County, MI"	"26045"	14221.02	144636
	"Emmet County, MI"	"26047"	14250.26	108477
	"Genesee County, MI"	"26049"	14078.24	120530
	"Gladwin County, MI"	"26051"	14274.82	96424
	"Gogebic County, MI"	"26053"	13597.89	277219
	"Grand Traverse County, MI"	"26055"	13889.95	108477
	"Gratiot County, MI"	"26057"	14262.43	144636
	"Hillsdale County, MI"	"26059"	14424.32	144636
	"Houghton County, MI"	"26061"	13940.26	253113
	"Huron County, MI"	"26063"	14572.14	204901
	"Ingham County, MI"	"26065"	14218.66	144636
	"Ionia County, MI"	"26067"	14236.29	144636
	"Iosco County, MI"	"26069"	14482.41	132583
	"Iron County, MI"	"26071"	13776.48	241060
	"Isabella County, MI"	"26073"	14234.70	144636
	"Jackson County, MI"	"26075"	14332.70	120530
	"Kalamazoo County, MI"	"26077"	14402.89	96424
	"Kalkaska County, MI"	"26079"	13944.54	144636
	"Kent County, MI"	"26081"	14212.02	144636
	"Keweenaw County, MI"	"26083"	14373.99	132583
	"Lake County, MI"	"26085"	13893.33	72318
	"Lapeer County, MI"	"26087"	14146.42	168742
	"Leelanau County, MI"	"26089"	14313.81	96424
	"Lenawee County, MI"	"26091"	14387.67	180795
	"Livingston County, MI"	"26093"	14187.01	144636
	"Luce County, MI"	"26095"	13988.26	216954
	"Mackinac County, MI"	"26097"	14331.85	216954
	"Macomb County, MI"	"26099"	14443.26	96424
	"Manistee County, MI"	"26101"	14676.89	120530
	"Marquette County, MI"	"26103"	13878.64	433908
	"Mason County, MI"	"26105"	15023.59	96424
	"Mecosta County, MI"	"26107"	14199.97	144636
	"Menominee County, MI"	"26109"	14400.29	229007
	"Midland County, MI"	"26111"	14286.49	144636
	"Missaukee County, MI"	"26113"	13978.46	144636
	"Monroe County, MI"	"26115"	14611.71	132583
	"Montcalm County, MI"	"26117"	14274.62	192848
	"Montmorency County, MI"	"26119"	14194.48	144636
	"Muskegon County, MI"	"26121"	15257.23	120530
	"Newaygo County, MI"	"26123"	14117.17	180795
	"Oakland County, MI"	"26125"	14208.11	156689
	"Oceana County, MI"	"26127"	15325.99	132583
	"Ogemaw County, MI"	"26129"	14133.29	144636
	"Ontonagon County, MI"	"26131"	13576.59	325431
	"Osceola County, MI"	"26133"	14086.99	96424
	"Oscoda County, MI"	"26135"	13999.60	144636
	"Otsego County, MI"	"26137"	13943.81	132583
	"Ottawa County, MI"	"26139"	14800.14	156689
	"Presque Isle County, MI"	"26141"	14599.15	120530
	"Roscommon County, MI"	"26143"	14064.28	144636
	"Saginaw County, MI"	"26145"	14158.25	180795
	"St. Clair County, MI"	"26147"	14741.08	144636
	"St. Joseph County, MI"	"26149"	14428.57	144636
	"Sanilac County, MI"	"26151"	15084.46	241060
	"Schoolcraft County, MI"	"26153"	14850.99	301325
	"Shiawassee County, MI"	"26155"	14138.99	144636
	"Tuscola County, MI"	"26157"	14131.67	168742
	"Van Buren County, MI"	"26159"	15123.56	108477
	"Washtenaw County, MI"	"26161"	14319.62	132583
	"Wayne County, MI"	"26163"	14352.43	144636
	"Wexford County, MI"	"26165"	13950.64	144636
	"Aitkin County, MN"	"27001"	13807.88	470067
	"Anoka County, MN"	"27003"	14255.54	84371
	"Becker County, MN"	"27005"	14145.13	301325
	"Beltrami County, MN"	"27007"	13702.16	807551
	"Benton County, MN"	"27009"	14326.00	144636
	"Big Stone County, MN"	"27011"	14598.87	144636
	"Blue Earth County, MN"	"27013"	14371.55	168742
	"Brown County, MN"	"27015"	14424.68	120530
	"Carlton County, MN"	"27017"	13747.56	216954
	"Carver County, MN"	"27019"	14362.67	84371
	"Cass County, MN"	"27021"	13868.32	530332
	"Chippewa County, MN"	"27023"	14542.36	108477
	"Chisago County, MN"	"27025"	14167.25	120530
	"Clay County, MN"	"27027"	14264.17	241060
	"Clearwater County, MN"	"27029"	13863.57	241060
	"Cook County, MN"	"27031"	14105.85	385696
	"Cottonwood County, MN"	"27033"	14435.29	156689
	"Crow Wing County, MN"	"27035"	14158.62	301325
	"Dakota County, MN"	"27037"	14234.88	144636
	"Dodge County, MN"	"27039"	14231.05	108477
	"Douglas County, MN"	"27041"	14498.46	180795
	"Faribault County, MN"	"27043"	14429.26	180795
	"Fillmore County, MN"	"27045"	14257.85	216954
	"Freeborn County, MN"	"27047"	14376.89	180795
	"Goodhue County, MN"	"27049"	14183.56	144636
	"Grant County, MN"	"27051"	14487.05	144636
	"Hennepin County, MN"	"27053"	14209.82	132583
	"Houston County, MN"	"27055"	14180.73	144636
	"Hubbard County, MN"	"27057"	13938.78	241060
	"Isanti County, MN"	"27059"	14271.15	120530
	"Itasca County, MN"	"27061"	13534.42	699074
	"Jackson County, MN"	"27063"	14501.45	180795
	"Kanabec County, MN"	"27065"	14139.35	108477
	"Kandiyohi County, MN"	"27067"	14475.55	192848
	"Kittson County, MN"	"27069"	13954.29	301325
	"Koochiching County, MN"	"27071"	13252.96	699074
	"Lac qui Parle County, MN"	"27073"	14562.89	229007
	"Lake County, MN"	"27075"	13589.73	506226
	"Lake of the Woods County, MN"	"27077"	13307.06	458014
	"Le Sueur County, MN"	"27079"	14335.99	96424
	"Lincoln County, MN"	"27081"	14456.33	108477
	"Lyon County, MN"	"27083"	14431.81	144636
	"McLeod County, MN"	"27085"	14433.21	120530
	"Mahnomen County, MN"	"27087"	14030.52	180795
	"Marshall County, MN"	"27089"	14015.03	433908
	"Martin County, MN"	"27091"	14452.32	180795
	"Meeker County, MN"	"27093"	14401.47	156689
	"Mille Lacs County, MN"	"27095"	14206.77	168742
	"Morrison County, MN"	"27097"	14250.20	241060
	"Mower County, MN"	"27099"	14322.00	144636
	"Murray County, MN"	"27101"	14467.95	180795
	"Nicollet County, MN"	"27103"	14405.74	132583
	"Nobles County, MN"	"27105"	14532.62	144636
	"Norman County, MN"	"27107"	14260.33	216954
	"Olmsted County, MN"	"27109"	14191.93	120530
	"Otter Tail County, MN"	"27111"	14336.69	530332
	"Pennington County, MN"	"27113"	14047.85	96424
	"Pine County, MN"	"27115"	13899.90	289272
	"Pipestone County, MN"	"27117"	14549.99	108477
	"Polk County, MN"	"27119"	14148.21	445961
	"Pope County, MN"	"27121"	14558.74	180795
	"Ramsey County, MN"	"27123"	14182.26	36159
	"Red Lake County, MN"	"27125"	14118.55	120530
	"Redwood County, MN"	"27127"	14432.67	192848
	"Renville County, MN"	"27129"	14465.51	192848
	"Rice County, MN"	"27131"	14273.61	96424
	"Rock County, MN"	"27133"	14608.66	144636
	"Roseau County, MN"	"27135"	13650.30	421855
	"St. Louis County, MN"	"27137"	13435.55	1687420
	"Scott County, MN"	"27139"	14294.67	108477
	"Sherburne County, MN"	"27141"	14293.02	72318
	"Sibley County, MN"	"27143"	14430.83	120530
	"Stearns County, MN"	"27145"	14399.04	301325
	"Steele County, MN"	"27147"	14285.89	108477
	"Stevens County, MN"	"27149"	14537.15	144636
	"Swift County, MN"	"27151"	14569.96	168742
	"Todd County, MN"	"27153"	14305.79	241060
	"Traverse County, MN"	"27155"	14472.87	120530
	"Wabasha County, MN"	"27157"	14083.14	96424
	"Wadena County, MN"	"27159"	14069.89	108477
	"Waseca County, MN"	"27161"	14326.57	108477
	"Washington County, MN"	"27163"	14172.57	96424
	"Watonwan County, MN"	"27165"	14408.46	96424
	"Wilkin County, MN"	"27167"	14349.51	204901
	"Winona County, MN"	"27169"	14094.38	144636
	"Wright County, MN"	"27171"	14361.55	156689
	"Yellow Medicine County, MN"	"27173"	14468.62	168742
	"Adams County, MS"	"28001"	17265.05	72318
	"Alcorn County, MS"	"28003"	16374.87	72318
	"Amite County, MS"	"28005"	17247.19	156689
	"Attala County, MS"	"28007"	17044.88	132583
	"Benton County, MS"	"28009"	16373.87	60265
	"Bolivar County, MS"	"28011"	16893.81	192848
	"Calhoun County, MS"	"28013"	16804.99	108477
	"Carroll County, MS"	"28015"	16972.86	108477
	"Chickasaw County, MS"	"28017"	16747.78	96424
	"Choctaw County, MS"	"28019"	17033.11	84371
	"Claiborne County, MS"	"28021"	17294.11	84371
	"Clarke County, MS"	"28023"	17338.43	108477
	"Clay County, MS"	"28025"	16847.42	48212
	"Coahoma County, MS"	"28027"	16727.15	108477
	"Copiah County, MS"	"28029"	17184.72	120530
	"Covington County, MS"	"28031"	17234.08	60265
	"DeSoto County, MS"	"28033"	16419.10	96424
	"Forrest County, MS"	"28035"	17354.66	108477
	"Franklin County, MS"	"28037"	17211.22	96424
	"George County, MS"	"28039"	17309.71	96424
	"Greene County, MS"	"28041"	17391.15	120530
	"Grenada County, MS"	"28043"	16916.82	108477
	"Hancock County, MS"	"28045"	17964.28	60265
	"Harrison County, MS"	"28047"	17870.24	96424
	"Hinds County, MS"	"28049"	17211.64	192848
	"Holmes County, MS"	"28051"	17051.99	168742
	"Humphreys County, MS"	"28053"	17145.31	60265
	"Issaquena County, MS"	"28055"	17222.91	72318
	"Itawamba County, MS"	"28057"	16471.49	108477
	"Jackson County, MS"	"28059"	17769.89	144636
	"Jasper County, MS"	"28061"	17249.57	156689
	"Jefferson County, MS"	"28063"	17262.32	96424
	"Jefferson Davis County, MS"	"28065"	17232.19	72318
	"Jones County, MS"	"28067"	17339.58	180795
	"Kemper County, MS"	"28069"	17136.32	96424
	"Lafayette County, MS"	"28071"	16615.09	144636
	"Lamar County, MS"	"28073"	17323.28	84371
	"Lauderdale County, MS"	"28075"	17279.13	144636
	"Lawrence County, MS"	"28077"	17223.00	72318
	"Leake County, MS"	"28079"	17034.33	72318
	"Lee County, MS"	"28081"	16582.93	96424
	"Leflore County, MS"	"28083"	16949.79	132583
	"Lincoln County, MS"	"28085"	17186.76	120530
	"Lowndes County, MS"	"28087"	16898.17	108477
	"Madison County, MS"	"28089"	17141.62	144636
	"Marion County, MS"	"28091"	17339.97	120530
	"Marshall County, MS"	"28093"	16429.02	144636
	"Monroe County, MS"	"28095"	16714.98	180795
	"Montgomery County, MS"	"28097"	16980.65	60265
	"Neshoba County, MS"	"28099"	17047.86	96424
	"Newton County, MS"	"28101"	17133.44	144636
	"Noxubee County, MS"	"28103"	17047.48	108477
	"Oktibbeha County, MS"	"28105"	16942.16	144636
	"Panola County, MS"	"28107"	16634.26	168742
	"Pearl River County, MS"	"28109"	17309.46	144636
	"Perry County, MS"	"28111"	17384.00	96424
	"Pike County, MS"	"28113"	17243.64	72318
	"Pontotoc County, MS"	"28115"	16606.54	72318
	"Prentiss County, MS"	"28117"	16448.20	72318
	"Quitman County, MS"	"28119"	16721.43	48212
	"Rankin County, MS"	"28121"	17126.59	168742
	"Scott County, MS"	"28123"	17056.92	108477
	"Sharkey County, MS"	"28125"	17184.05	108477
	"Simpson County, MS"	"28127"	17117.28	96424
	"Smith County, MS"	"28129"	17175.40	120530
	"Stone County, MS"	"28131"	17274.13	96424
	"Sunflower County, MS"	"28133"	16967.07	108477
	"Tallahatchie County, MS"	"28135"	16822.03	156689
	"Tate County, MS"	"28137"	16483.48	72318
	"Tippah County, MS"	"28139"	16390.83	96424
	"Tishomingo County, MS"	"28141"	16382.79	96424
	"Tunica County, MS"	"28143"	16572.60	96424
	"Union County, MS"	"28145"	16537.52	96424
	"Walthall County, MS"	"28147"	17324.92	84371
	"Warren County, MS"	"28149"	17275.70	132583
	"Washington County, MS"	"28151"	17094.18	132583
	"Wayne County, MS"	"28153"	17448.46	144636
	"Webster County, MS"	"28155"	16927.19	84371
	"Wilkinson County, MS"	"28157"	17294.09	144636
	"Winston County, MS"	"28159"	16999.55	168742
	"Yalobusha County, MS"	"28161"	16794.95	96424
	"Yazoo County, MS"	"28163"	17133.49	168742
	"Adair County, MO"	"29001"	15134.06	144636
	"Andrew County, MO"	"29003"	15315.61	72318
	"Atchison County, MO"	"29005"	15329.29	144636
	"Audrain County, MO"	"29007"	15396.99	156689
	"Barry County, MO"	"29009"	16124.29	144636
	"Barton County, MO"	"29011"	15906.97	96424
	"Bates County, MO"	"29013"	15805.46	204901
	"Benton County, MO"	"29015"	15773.74	108477
	"Bollinger County, MO"	"29017"	15682.72	120530
	"Boone County, MO"	"29019"	15486.16	144636
	"Buchanan County, MO"	"29021"	15410.62	108477
	"Butler County, MO"	"29023"	15999.45	120530
	"Caldwell County, MO"	"29025"	15355.83	96424
	"Callaway County, MO"	"29027"	15486.98	192848
	"Camden County, MO"	"29029"	15755.74	180795
	"Cape Girardeau County, MO"	"29031"	15633.90	120530
	"Carroll County, MO"	"29033"	15388.64	144636
	"Carter County, MO"	"29035"	15869.87	72318
	"Cass County, MO"	"29037"	15616.90	144636
	"Cedar County, MO"	"29039"	15892.84	96424
	"Chariton County, MO"	"29041"	15343.18	168742
	"Christian County, MO"	"29043"	15964.98	132583
	"Clark County, MO"	"29045"	15056.85	120530
	"Clay County, MO"	"29047"	15442.60	96424
	"Clinton County, MO"	"29049"	15395.75	72318
	"Cole County, MO"	"29051"	15554.79	84371
	"Cooper County, MO"	"29053"	15532.55	120530
	"Crawford County, MO"	"29055"	15662.95	144636
	"Dade County, MO"	"29057"	15898.25	144636
	"Dallas County, MO"	"29059"	15781.69	96424
	"Daviess County, MO"	"29061"	15253.07	144636
	"DeKalb County, MO"	"29063"	15308.66	72318
	"Dent County, MO"	"29065"	15712.19	156689
	"Douglas County, MO"	"29067"	15997.60	204901
	"Dunklin County, MO"	"29069"	16134.06	84371
	"Franklin County, MO"	"29071"	15589.31	180795
	"Gasconade County, MO"	"29073"	15556.98	96424
	"Gentry County, MO"	"29075"	15235.32	108477
	"Greene County, MO"	"29077"	15877.52	96424
	"Grundy County, MO"	"29079"	15152.78	72318
	"Harrison County, MO"	"29081"	15139.75	192848
	"Henry County, MO"	"29083"	15766.24	144636
	"Hickory County, MO"	"29085"	15812.94	96424
	"Holt County, MO"	"29087"	15366.85	96424
	"Howard County, MO"	"29089"	15446.09	84371
	"Howell County, MO"	"29091"	16050.55	192848
	"Iron County, MO"	"29093"	15669.79	120530
	"Jackson County, MO"	"29095"	15494.37	120530
	"Jasper County, MO"	"29097"	15974.14	156689
	"Jefferson County, MO"	"29099"	15610.61	132583
	"Johnson County, MO"	"29101"	15592.25	156689
	"Knox County, MO"	"29103"	15127.05	72318
	"Laclede County, MO"	"29105"	15750.87	144636
	"Lafayette County, MO"	"29107"	15469.63	156689
	"Lawrence County, MO"	"29109"	15962.62	132583
	"Lewis County, MO"	"29111"	15144.40	96424
	"Lincoln County, MO"	"29113"	15459.91	156689
	"Linn County, MO"	"29115"	15218.67	96424
	"Livingston County, MO"	"29117"	15254.75	120530
	"McDonald County, MO"	"29119"	16171.18	96424
	"Macon County, MO"	"29121"	15250.89	168742
	"Madison County, MO"	"29123"	15670.22	108477
	"Maries County, MO"	"29125"	15602.58	108477
	"Marion County, MO"	"29127"	15200.78	132583
	"Mercer County, MO"	"29129"	15049.53	108477
	"Miller County, MO"	"29131"	15669.11	132583
	"Mississippi County, MO"	"29133"	15835.48	96424
	"Moniteau County, MO"	"29135"	15564.68	72318
	"Monroe County, MO"	"29137"	15347.48	96424
	"Montgomery County, MO"	"29139"	15508.56	108477
	"Morgan County, MO"	"29141"	15663.46	144636
	"New Madrid County, MO"	"29143"	15996.42	168742
	"Newton County, MO"	"29145"	16036.65	96424
	"Nodaway County, MO"	"29147"	15242.42	204901
	"Oregon County, MO"	"29149"	16081.08	144636
	"Osage County, MO"	"29151"	15551.05	156689
	"Ozark County, MO"	"29153"	16114.08	120530
	"Pemiscot County, MO"	"29155"	16126.06	108477
	"Perry County, MO"	"29157"	15567.16	84371
	"Pettis County, MO"	"29159"	15560.98	132583
	"Phelps County, MO"	"29161"	15684.40	120530
	"Pike County, MO"	"29163"	15338.37	144636
	"Platte County, MO"	"29165"	15439.80	72318
	"Polk County, MO"	"29167"	15814.34	144636
	"Pulaski County, MO"	"29169"	15722.01	108477
	"Putnam County, MO"	"29171"	15011.92	120530
	"Ralls County, MO"	"29173"	15283.58	72318
	"Randolph County, MO"	"29175"	15343.61	120530
	"Ray County, MO"	"29177"	15412.31	120530
	"Reynolds County, MO"	"29179"	15733.86	204901
	"Ripley County, MO"	"29181"	16030.81	144636
	"St. Charles County, MO"	"29183"	15504.74	108477
	"St. Clair County, MO"	"29185"	15859.03	168742
	"Ste. Genevieve County, MO"	"29186"	15580.89	108477
	"St. Francois County, MO"	"29187"	15607.30	84371
	"St. Louis County, MO"	"29189"	15510.27	132583
	"Saline County, MO"	"29195"	15465.82	180795
	"Schuyler County, MO"	"29197"	14988.38	72318
	"Scotland County, MO"	"29199"	15040.25	108477
	"Scott County, MO"	"29201"	15809.77	84371
	"Shannon County, MO"	"29203"	15864.05	168742
	"Shelby County, MO"	"29205"	15225.43	108477
	"Stoddard County, MO"	"29207"	15888.32	156689
	"Stone County, MO"	"29209"	16074.48	96424
	"Sullivan County, MO"	"29211"	15122.87	144636
	"Taney County, MO"	"29213"	16123.95	156689
	"Texas County, MO"	"29215"	15825.20	277219
	"Vernon County, MO"	"29217"	15906.16	144636
	"Warren County, MO"	"29219"	15538.95	60265
	"Washington County, MO"	"29221"	15624.59	180795
	"Wayne County, MO"	"29223"	15838.15	156689
	"Webster County, MO"	"29225"	15860.67	120530
	"Worth County, MO"	"29227"	15157.70	72318
	"Wright County, MO"	"29229"	15797.25	132583
	"St. Louis city, MO"	"29510"	15510.07	12053
	"Beaverhead County, MT"	"30001"	15677.80	1301724
	"Big Horn County, MT"	"30003"	15268.10	1132982
	"Blaine County, MT"	"30005"	14498.81	1012452
	"Broadwater County, MT"	"30007"	14930.04	277219
	"Carbon County, MT"	"30009"	15386.47	494173
	"Carter County, MT"	"30011"	15212.04	807551
	"Cascade County, MT"	"30013"	14497.45	674968
	"Chouteau County, MT"	"30015"	14459.64	916028
	"Custer County, MT"	"30017"	15017.99	928081
	"Daniels County, MT"	"30019"	14278.20	301325
	"Dawson County, MT"	"30021"	14595.75	566491
	"Deer Lodge County, MT"	"30023"	15245.01	180795
	"Fallon County, MT"	"30025"	14844.44	409802
	"Fergus County, MT"	"30027"	14602.58	1024505
	"Flathead County, MT"	"30029"	14009.25	1241459
	"Gallatin County, MT"	"30031"	15301.21	602650
	"Garfield County, MT"	"30033"	14830.90	1108876
	"Glacier County, MT"	"30035"	14329.48	783445
	"Golden Valley County, MT"	"30037"	14805.42	289272
	"Granite County, MT"	"30039"	15036.43	421855
	"Hill County, MT"	"30041"	14355.43	747286
	"Jefferson County, MT"	"30043"	14885.29	409802
	"Judith Basin County, MT"	"30045"	14379.97	409802
	"Lake County, MT"	"30047"	14116.76	421855
	"Lewis and Clark County, MT"	"30049"	14861.17	843710
	"Liberty County, MT"	"30051"	14313.86	337484
	"Lincoln County, MT"	"30053"	13924.49	891922
	"McCone County, MT"	"30055"	14704.93	638809
	"Madison County, MT"	"30057"	15496.35	807551
	"Meagher County, MT"	"30059"	14807.01	578544
	"Mineral County, MT"	"30061"	14498.81	289272
	"Missoula County, MT"	"30063"	14859.26	626756
	"Musselshell County, MT"	"30065"	14896.89	458014
	"Park County, MT"	"30067"	15474.95	590597
	"Petroleum County, MT"	"30069"	14779.86	409802
	"Phillips County, MT"	"30071"	14582.46	1277618
	"Pondera County, MT"	"30073"	14359.13	385696
	"Powder River County, MT"	"30075"	15398.54	723180
	"Powell County, MT"	"30077"	14917.91	554438
	"Prairie County, MT"	"30079"	14745.28	373643
	"Ravalli County, MT"	"30081"	15138.77	542385
	"Richland County, MT"	"30083"	14591.48	542385
	"Roosevelt County, MT"	"30085"	14545.10	638809
	"Rosebud County, MT"	"30087"	15092.55	1205300
	"Sanders County, MT"	"30089"	14119.29	626756
	"Sheridan County, MT"	"30091"	14312.27	421855
	"Silver Bow County, MT"	"30093"	15182.11	156689
	"Stillwater County, MT"	"30095"	15170.45	409802
	"Sweet Grass County, MT"	"30097"	15089.52	458014
	"Teton County, MT"	"30099"	14539.53	566491
	"Toole County, MT"	"30101"	14306.62	470067
	"Treasure County, MT"	"30103"	15071.44	229007
	"Valley County, MT"	"30105"	14630.33	1229406
	"Wheatland County, MT"	"30107"	14672.48	337484
	"Wibaux County, MT"	"30109"	14702.70	241060
	"Yellowstone County, MT"	"30111"	15049.25	566491
	"Yellowstone National Park, MT"	"30113"	16179.86	60265
	"Adams County, NE"	"31001"	15816.52	144636
	"Antelope County, NE"	"31003"	15205.55	144636
	"Arthur County, NE"	"31005"	16245.48	180795
	"Banner County, NE"	"31007"	16355.09	180795
	"Blaine County, NE"	"31009"	15521.30	180795
	"Boone County, NE"	"31011"	15301.10	108477
	"Box Butte County, NE"	"31013"	16194.43	216954
	"Boyd County, NE"	"31015"	15114.74	120530
	"Brown County, NE"	"31017"	15382.03	253113
	"Buffalo County, NE"	"31019"	15817.63	180795
	"Burt County, NE"	"31021"	15013.03	108477
	"Butler County, NE"	"31023"	15400.41	156689
	"Cass County, NE"	"31025"	15367.57	132583
	"Cedar County, NE"	"31027"	14928.97	156689
	"Chase County, NE"	"31029"	16665.21	180795
	"Cherry County, NE"	"31031"	15675.88	1301724
	"Cheyenne County, NE"	"31033"	16479.65	216954
	"Clay County, NE"	"31035"	15733.40	108477
	"Colfax County, NE"	"31037"	15259.15	96424
	"Cuming County, NE"	"31039"	15024.56	144636
	"Custer County, NE"	"31041"	15777.93	578544
	"Dakota County, NE"	"31043"	14924.74	72318
	"Dawes County, NE"	"31045"	16062.27	349537
	"Dawson County, NE"	"31047"	16013.05	192848
	"Deuel County, NE"	"31049"	16422.26	120530
	"Dixon County, NE"	"31051"	14884.83	108477
	"Dodge County, NE"	"31053"	15149.14	120530
	"Douglas County, NE"	"31055"	15170.73	60265
	"Dundy County, NE"	"31057"	16773.94	180795
	"Fillmore County, NE"	"31059"	15719.78	144636
	"Franklin County, NE"	"31061"	16098.49	108477
	"Frontier County, NE"	"31063"	16343.19	204901
	"Furnas County, NE"	"31065"	16373.85	180795
	"Gage County, NE"	"31067"	15677.92	144636
	"Garden County, NE"	"31069"	16278.25	337484
	"Garfield County, NE"	"31071"	15351.45	144636
	"Gosper County, NE"	"31073"	16167.60	120530
