Demographic Data Report for United States by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2011-2015 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Antrim County, Michigan",26009,55199.000000000,"1,686"
"Sullivan County, Indiana",18153,55209.000000000,"1,685"
"Jasper County, Texas",48241,55216.000000000,"1,684"
"Trumbull County, Ohio",39155,55228.000000000,"1,683"
"Mendocino County, California",06045,55233.000000000,"1,682"
"Gates County, North Carolina",37073,55237.000000000,"1,681"
"Crawford County, Kansas",20037,55243.000000000,"1,680"
"Sullivan County, Pennsylvania",42113,55246.000000000,"1,679"
"Gray County, Texas",48179,55249.000000000,"1,678"
"Lincoln County, Oklahoma",40081,55258.000000000,"1,677"
"Dyer County, Tennessee",47045,55264.000000000,"1,676"
"Des Moines County, Iowa",19057,55297.000000000,"1,675"
"Henry County, Alabama",01067,55335.000000000,"1,674"
"Texas County, Oklahoma",40139,55339.000000000,"1,673"
"Wayne County, Illinois",17191,55345.000000000,"1,672"
"Pinal County, Arizona",04021,55362.000000000,"1,671"
"Freestone County, Texas",48161,55368.000000000,"1,670"
"Lawrence County, Indiana",18093,55376.000000000,"1,669"
"Coos County, New Hampshire",33007,55385.000000000,"1,668"
"Aurora County, South Dakota",46003,55395.000000000,"1,667"
"Allegany County, Maryland",24001,55405.000000000,"1,666"
"Yuma County, Colorado",08125,55410.000000000,"1,665"
"Kerr County, Texas",48265,55456.000000000,"1,664"
"Cochise County, Arizona",04003,55471.000000000,"1,663"
"Knox County, Indiana",18083,55475.000000000,"1,662"
"Bedford County, Pennsylvania",42009,55483.000000000,"1,660"
"Pasco County, Florida",12101,55483.000000000,"1,660"
"Clark County, Missouri",29045,55496.000000000,"1,659"
"Madison County, Tennessee",47113,55519.000000000,"1,658"
"Hopkins County, Kentucky",21107,55522.000000000,"1,657"
"Blount County, Alabama",01009,55530.000000000,"1,655"
"Orleans County, New York",36073,55530.000000000,"1,655"
"Waynesboro City, Virginia",51820,55540.000000000,"1,654"
"Lewis County, Washington",53041,55543.000000000,"1,653"
"Elkhart County, Indiana",18039,55551.000000000,"1,652"
"Keokuk County, Iowa",19107,55571.000000000,"1,651"
"Barron County, Wisconsin",55005,55577.000000000,"1,650"
"Putnam County, Georgia",13237,55587.000000000,"1,649"
"Livingston County, Missouri",29117,55596.000000000,"1,648"
"Concho County, Texas",48095,55600.000000000,"1,646"
"Rooks County, Kansas",20163,55600.000000000,"1,646"
"Monona County, Iowa",19133,55602.000000000,"1,645"
"Stanislaus County, California",06099,55611.000000000,"1,644"
"Judith Basin County, Montana",30045,55625.000000000,"1,643"
"Henry County, Kentucky",21103,55642.000000000,"1,642"
"Ringgold County, Iowa",19159,55646.000000000,"1,641"
"Clarion County, Pennsylvania",42031,55654.000000000,"1,640"
"Sedgwick County, Colorado",08115,55655.000000000,"1,639"
"Gasconade County, Missouri",29073,55669.000000000,"1,638"
"Tioga County, Pennsylvania",42117,55683.000000000,"1,637"
"Coles County, Illinois",17029,55693.000000000,"1,636"
"Lee County, Iowa",19111,55694.000000000,"1,635"
"Florence County, Wisconsin",55037,55714.000000000,"1,633"
"Lincoln County, Colorado",08073,55714.000000000,"1,633"
"Appanoose County, Iowa",19007,55727.000000000,"1,632"
"Sutton County, Texas",48435,55743.000000000,"1,631"
"Tuscarawas County, Ohio",39157,55747.000000000,"1,630"
"Shasta County, California",06089,55749.000000000,"1,629"
"Garfield County, Montana",30033,55750.000000000,"1,628"
"Glynn County, Georgia",13127,55756.000000000,"1,627"
"Harrisonburg City, Virginia",51660,55774.000000000,"1,626"
"Dawson County, Nebraska",31047,55779.000000000,"1,625"
"Bracken County, Kentucky",21023,55801.000000000,"1,624"
"Trigg County, Kentucky",21221,55819.000000000,"1,623"
"Columbiana County, Ohio",39029,55826.000000000,"1,622"
"Jackson County, Colorado",08057,55833.000000000,"1,621"
"Delaware County, New York",36025,55835.000000000,"1,620"
"Fulton County, New York",36035,55841.000000000,"1,619"
"Beltrami County, Minnesota",27007,55846.000000000,"1,618"
"Armstrong County, Pennsylvania",42005,55861.000000000,"1,617"
"Richland County, Illinois",17159,55867.000000000,"1,616"
"Carroll County, Missouri",29033,55876.000000000,"1,615"
"Jefferson County, Idaho",16051,55892.000000000,"1,614"
"Dallas County, Texas",48113,55897.000000000,"1,613"
"Marquette County, Wisconsin",55077,55906.000000000,"1,612"
"Callahan County, Texas",48059,55912.000000000,"1,611"
"Lake County, Florida",12069,55913.000000000,"1,610"
"Washington County, Virginia",51191,55931.000000000,"1,609"
"Bourbon County, Kentucky",21017,55933.000000000,"1,607"
"Cambria County, Pennsylvania",42021,55933.000000000,"1,607"
"Clinton County, Ohio",39027,55935.000000000,"1,606"
"Pontotoc County, Oklahoma",40123,55970.000000000,"1,605"
"Lucas County, Ohio",39095,55978.000000000,"1,604"
"Graham County, Kansas",20065,55991.000000000,"1,603"
"Belmont County, Ohio",39013,55993.000000000,"1,602"
"Floyd County, Iowa",19067,56004.000000000,"1,601"
"Richland County, Wisconsin",55103,56013.000000000,"1,600"
"Potter County, South Dakota",46107,56027.000000000,"1,599"
"Radford City, Virginia",51750,56032.000000000,"1,598"
"Lawrence County, Ohio",39087,56054.000000000,"1,597"
"Stephenson County, Illinois",17177,56065.000000000,"1,596"
"Stephens County, Oklahoma",40137,56070.000000000,"1,595"
"Milwaukee County, Wisconsin",55079,56079.000000000,"1,594"
"Atchison County, Kansas",20005,56082.000000000,"1,593"
"Custer County, Nebraska",31041,56090.000000000,"1,592"
"Rockdale County, Georgia",13247,56136.000000000,"1,591"
"Morgan County, Georgia",13211,56152.000000000,"1,590"
"Montgomery County, Alabama",01101,56169.000000000,"1,589"
"Nuckolls County, Nebraska",31129,56173.000000000,"1,588"
"Allen County, Ohio",39003,56195.000000000,"1,587"
"Shelby County, Illinois",17173,56199.000000000,"1,586"
"Lauderdale County, Alabama",01077,56200.000000000,"1,585"
"Cass County, Michigan",26027,56206.000000000,"1,584"
"Phillips County, Kansas",20147,56208.000000000,"1,583"
"Klickitat County, Washington",53039,56210.000000000,"1,582"
"Seneca County, Ohio",39147,56211.000000000,"1,581"
"Logan County, Colorado",08075,56216.000000000,"1,580"
"Washington County, Kansas",20201,56228.000000000,"1,579"
"Pitt County, North Carolina",37147,56239.000000000,"1,578"
"Cimarron County, Oklahoma",40025,56250.000000000,"1,575"
"Lexington City, Virginia",51678,56250.000000000,"1,575"
"McCone County, Montana",30055,56250.000000000,"1,575"
"Carroll County, Ohio",39019,56267.000000000,"1,574"
"Pender County, North Carolina",37141,56277.000000000,"1,573"
"Finney County, Kansas",20055,56287.000000000,"1,572"
"Lyman County, South Dakota",46085,56302.000000000,"1,571"
"Antelope County, Nebraska",31003,56304.000000000,"1,570"
"Steuben County, Indiana",18151,56318.000000000,"1,569"
"Preble County, Ohio",39135,56321.000000000,"1,568"
"Miami County, Indiana",18103,56328.000000000,"1,566"
"Pike County, Indiana",18125,56328.000000000,"1,566"
"Mason County, Illinois",17125,56329.000000000,"1,565"
"Greene County, Indiana",18055,56361.000000000,"1,564"
"Newton County, Georgia",13217,56370.000000000,"1,563"
"Webster County, Iowa",19187,56373.000000000,"1,562"
"Jackson County, West Virginia",54035,56384.000000000,"1,561"
"Coryell County, Texas",48099,56402.000000000,"1,560"
"Bradford County, Florida",12007,56406.000000000,"1,559"
"Lawrence County, Pennsylvania",42073,56420.000000000,"1,558"
"Terrebonne Parish, Louisiana",22109,56429.000000000,"1,557"
"Anderson County, Kansas",20003,56433.000000000,"1,556"
"Isabella County, Michigan",26073,56435.000000000,"1,555"
"Dale County, Alabama",01045,56441.000000000,"1,554"
"Orange County, Florida",12095,56447.000000000,"1,553"
"Oglethorpe County, Georgia",13221,56449.000000000,"1,552"
"Fremont County, Idaho",16043,56476.000000000,"1,551"
"Jeff Davis County, Texas",48243,56477.000000000,"1,550"
"Itasca County, Minnesota",27061,56479.000000000,"1,549"
"Henderson County, Illinois",17071,56482.000000000,"1,548"
"Morgan County, Alabama",01103,56488.000000000,"1,547"
"Colusa County, California",06011,56491.000000000,"1,546"
"Bath County, Virginia",51017,56510.000000000,"1,545"
"Campbell County, Virginia",51031,56532.000000000,"1,544"
"Marion County, Oregon",41047,56537.000000000,"1,543"
"Warren County, Pennsylvania",42123,56540.000000000,"1,542"
"Hamilton County, Texas",48193,56543.000000000,"1,541"
"Mercer County, Pennsylvania",42085,56546.000000000,"1,540"
"Craven County, North Carolina",37049,56550.000000000,"1,539"
"St. John the Baptist Parish, Louisiana",22095,56556.000000000,"1,538"
"Young County, Texas",48503,56582.000000000,"1,537"
"Christian County, Illinois",17021,56586.000000000,"1,536"
"Marshall County, Kentucky",21157,56588.000000000,"1,535"
"Cottonwood County, Minnesota",27033,56596.000000000,"1,534"
"Fulton County, Illinois",17057,56608.000000000,"1,533"
"Allamakee County, Iowa",19005,56614.000000000,"1,532"
"Martin County, Indiana",18101,56629.000000000,"1,531"
"Crawford County, Iowa",19047,56640.000000000,"1,530"
"Brule County, South Dakota",46015,56646.000000000,"1,529"
"Somervell County, Texas",48425,56648.000000000,"1,528"
"Jefferson County, Illinois",17081,56652.000000000,"1,527"
"Hall County, Nebraska",31079,56654.000000000,"1,526"
"Wichita County, Texas",48485,56664.000000000,"1,525"
"Kanabec County, Minnesota",27065,56675.000000000,"1,523"
"Waushara County, Wisconsin",55137,56675.000000000,"1,523"
"Harrison County, Texas",48203,56688.000000000,"1,522"
"Harper County, Kansas",20077,56689.000000000,"1,521"
"Washington County, Colorado",08121,56691.000000000,"1,520"
"Madison County, Kentucky",21151,56697.000000000,"1,519"
"Floyd County, Virginia",51063,56724.000000000,"1,517"
"Monroe County, Iowa",19135,56724.000000000,"1,517"
"Taylor County, Wisconsin",55119,56726.000000000,"1,516"
"Childress County, Texas",48075,56728.000000000,"1,515"
"Emmons County, North Dakota",38029,56736.000000000,"1,514"
"Franklin County, Virginia",51067,56742.000000000,"1,513"
"Clay County, Indiana",18021,56771.000000000,"1,512"
"Calcasieu Parish, Louisiana",22019,56772.000000000,"1,511"
"Taylor County, Texas",48441,56775.000000000,"1,510"
"Jackson County, Indiana",18071,56778.000000000,"1,509"
"Iberville Parish, Louisiana",22047,56797.000000000,"1,508"
"Bartow County, Georgia",13015,56799.000000000,"1,507"
"Bear Lake County, Idaho",16007,56821.000000000,"1,506"
"Rich County, Utah",49033,56827.000000000,"1,505"
"Montgomery County, Indiana",18107,56838.000000000,"1,504"
"Clark County, Illinois",17023,56855.000000000,"1,503"
"Carter County, Oklahoma",40019,56856.000000000,"1,502"
"Colorado County, Texas",48089,56858.000000000,"1,501"
"Benton County, Indiana",18007,56875.000000000,"1,499"
"Wheeler County, Texas",48483,56875.000000000,"1,499"
"Fulton County, Pennsylvania",42057,56886.000000000,"1,498"
"Penobscot County, Maine",23019,56891.000000000,"1,497"
"Pope County, Illinois",17151,56908.000000000,"1,496"
"Butte County, California",06007,56914.000000000,"1,495"
"Fayette County, Iowa",19065,56935.000000000,"1,494"
"Goshen County, Wyoming",56015,56948.000000000,"1,493"
"Hancock County, Illinois",17067,56954.000000000,"1,492"
"Washington County, Arkansas",05143,56960.000000000,"1,491"
"Lavaca County, Texas",48285,56971.000000000,"1,489"
"Perry County, Indiana",18123,56971.000000000,"1,489"
"Benzie County, Michigan",26019,56976.000000000,"1,488"
"Shiawassee County, Michigan",26155,56978.000000000,"1,487"
"Granite County, Montana",30039,56979.000000000,"1,486"
"Lumpkin County, Georgia",13187,56981.000000000,"1,485"
"Granville County, North Carolina",37077,56988.000000000,"1,484"
"Montgomery County, Ohio",39113,56990.000000000,"1,483"
"Atascosa County, Texas",48013,57006.000000000,"1,482"
"Edwards County, Kansas",20047,57008.000000000,"1,481"
"Nance County, Nebraska",31125,57012.000000000,"1,480"
"Walker County, Texas",48471,57017.000000000,"1,479"
"Comanche County, Oklahoma",40031,57040.000000000,"1,478"
"Escambia County, Florida",12033,57046.000000000,"1,477"
"Gregg County, Texas",48183,57050.000000000,"1,476"
"Grant County, Arkansas",05053,57052.000000000,"1,475"
"Douglas County, Washington",53017,57069.000000000,"1,473"
"Kanawha County, West Virginia",54039,57069.000000000,"1,473"
"Arthur County, Nebraska",31005,57083.000000000,"1,472"
"Chenango County, New York",36017,57090.000000000,"1,471"
"Barrow County, Georgia",13013,57096.000000000,"1,470"
"Crawford County, Wisconsin",55023,57098.000000000,"1,469"
"Brunswick County, North Carolina",37019,57126.000000000,"1,468"
"Haakon County, South Dakota",46055,57143.000000000,"1,467"
"Pulaski County, Virginia",51155,57148.000000000,"1,466"
"Daviess County, Indiana",18027,57154.000000000,"1,465"
"Osage County, Oklahoma",40113,57170.000000000,"1,464"
"Umatilla County, Oregon",41059,57175.000000000,"1,463"
"Rush County, Indiana",18139,57176.000000000,"1,462"
"Lucas County, Iowa",19117,57183.000000000,"1,460"
"Vermilion Parish, Louisiana",22113,57183.000000000,"1,460"
"McCracken County, Kentucky",21145,57186.000000000,"1,459"
"Franklin County, Texas",48159,57188.000000000,"1,458"
"Todd County, Minnesota",27153,57191.000000000,"1,457"
"Rush County, Kansas",20165,57209.000000000,"1,456"
"Greene County, Pennsylvania",42059,57216.000000000,"1,455"
"Juniata County, Pennsylvania",42067,57222.000000000,"1,454"
"Huntington County, Indiana",18069,57244.000000000,"1,452"
"Valley County, Montana",30105,57244.000000000,"1,452"
"Dundy County, Nebraska",31057,57250.000000000,"1,450"
"Shawano County, Wisconsin",55115,57250.000000000,"1,450"
"Cotton County, Oklahoma",40033,57260.000000000,"1,449"
"Snyder County, Pennsylvania",42109,57263.000000000,"1,448"
"Red Willow County, Nebraska",31145,57283.000000000,"1,447"
"Jefferson County, New York",36045,57300.000000000,"1,446"
"Sandusky County, Ohio",39143,57303.000000000,"1,445"
"Huron County, Ohio",39077,57309.000000000,"1,444"
"Walton County, Florida",12131,57318.000000000,"1,443"
"Bannock County, Idaho",16005,57327.000000000,"1,442"
"Decatur County, Indiana",18031,57332.000000000,"1,441"
"Caledonia County, Vermont",50005,57346.000000000,"1,440"
"San Patricio County, Texas",48409,57355.000000000,"1,439"
"Meade County, Kentucky",21163,57377.000000000,"1,438"
"Perkins County, South Dakota",46105,57386.000000000,"1,437"
"Aiken County, South Carolina",45003,57396.000000000,"1,436"
"Lyon County, Kentucky",21143,57405.000000000,"1,435"
"Roberts County, South Dakota",46109,57417.000000000,"1,434"
"Garfield County, Oklahoma",40047,57419.000000000,"1,433"
"Dillingham Census Area, Alaska",02070,57434.000000000,"1,432"
"Dinwiddie County, Virginia",51053,57437.000000000,"1,431"
"Winchester City, Virginia",51840,57444.000000000,"1,430"
"Pima County, Arizona",04019,57457.000000000,"1,429"
"Mahaska County, Iowa",19123,57459.000000000,"1,428"
"Otsego County, Michigan",26137,57469.000000000,"1,427"
"Williamson County, Illinois",17199,57470.000000000,"1,426"
"Frontier County, Nebraska",31063,57500.000000000,"1,424"
"Hayes County, Nebraska",31085,57500.000000000,"1,424"
"Steuben County, New York",36101,57508.000000000,"1,423"
"Reno County, Kansas",20155,57512.000000000,"1,422"
"Atchison County, Missouri",29005,57526.000000000,"1,421"
"Cumberland County, New Jersey",34011,57550.000000000,"1,420"
"Cooper County, Missouri",29053,57568.000000000,"1,419"
"Montgomery County, Tennessee",47125,57572.000000000,"1,418"
"Greenlee County, Arizona",04011,57574.000000000,"1,417"
"Clark County, Kansas",20025,57576.000000000,"1,416"
"Woodbury County, Iowa",19193,57590.000000000,"1,415"
"Lee County, Florida",12071,57627.000000000,"1,414"
"Liberty County, Texas",48291,57634.000000000,"1,413"
"Bay County, Florida",12005,57635.000000000,"1,412"
"Jackson County, Wisconsin",55053,57637.000000000,"1,411"
"George County, Mississippi",28039,57639.000000000,"1,410"
"Berrien County, Michigan",26021,57640.000000000,"1,409"
"Indiana County, Pennsylvania",42063,57642.000000000,"1,408"
"Ionia County, Michigan",26067,57660.000000000,"1,407"
"Washington County, Ohio",39167,57662.000000000,"1,406"
"Pawnee County, Nebraska",31133,57692.000000000,"1,405"
"Shelby County, Tennessee",47157,57714.000000000,"1,404"
"Upton County, Texas",48461,57717.000000000,"1,403"
"Union County, Iowa",19175,57736.000000000,"1,402"
"Rains County, Texas",48379,57740.000000000,"1,401"
"Lane County, Oregon",41039,57766.000000000,"1,400"
"Karnes County, Texas",48255,57780.000000000,"1,399"
"Dodge County, Nebraska",31053,57788.000000000,"1,397"
"Perry County, Illinois",17145,57788.000000000,"1,397"
"Franklin County, New York",36033,57790.000000000,"1,396"
"Monroe County, Georgia",13207,57814.000000000,"1,395"
"Bay County, Michigan",26017,57819.000000000,"1,393"
"Blair County, Pennsylvania",42013,57819.000000000,"1,393"
"Clinton County, Pennsylvania",42035,57823.000000000,"1,391"
"Smith County, Texas",48423,57823.000000000,"1,391"
"Columbia County, Pennsylvania",42037,57829.000000000,"1,389"
"Schuyler County, Illinois",17169,57829.000000000,"1,389"
"Adair County, Missouri",29001,57837.000000000,"1,388"
"Hunt County, Texas",48231,57882.000000000,"1,387"
"Howard County, Missouri",29089,57925.000000000,"1,386"
"Cowlitz County, Washington",53015,57938.000000000,"1,385"
"Sanpete County, Utah",49039,57952.000000000,"1,384"
"Grimes County, Texas",48185,57973.000000000,"1,383"
"Mille Lacs County, Minnesota",27095,57984.000000000,"1,382"
"Harrison County, West Virginia",54033,58008.000000000,"1,381"
"Van Buren County, Iowa",19177,58011.000000000,"1,380"
"Moultrie County, Illinois",17139,58021.000000000,"1,379"
"Murray County, Oklahoma",40099,58024.000000000,"1,378"
"Butte County, South Dakota",46019,58026.000000000,"1,377"
"Newport News City, Virginia",51700,58040.000000000,"1,376"
"Pipestone County, Minnesota",27117,58051.000000000,"1,375"
"Vanderburgh County, Indiana",18163,58062.000000000,"1,374"
"Upshur County, Texas",48459,58069.000000000,"1,373"
"Franklin County, Idaho",16041,58074.000000000,"1,372"
"Powder River County, Montana",30075,58077.000000000,"1,371"
"Koochiching County, Minnesota",27071,58078.000000000,"1,370"
"Cascade County, Montana",30013,58102.000000000,"1,369"
"St. Joseph County, Indiana",18141,58116.000000000,"1,368"
"Rawlins County, Kansas",20153,58125.000000000,"1,367"
"Washington County, Utah",49053,58145.000000000,"1,366"
"Linn County, Kansas",20107,58151.000000000,"1,365"
"Gilliam County, Oregon",41021,58162.000000000,"1,364"
"Johnson County, Nebraska",31097,58164.000000000,"1,363"
"Moore County, Tennessee",47127,58217.000000000,"1,362"
"Bayfield County, Wisconsin",55007,58218.000000000,"1,361"
"Ashland County, Ohio",39005,58242.000000000,"1,359"
"Phillips County, Colorado",08095,58242.000000000,"1,359"
"Shackelford County, Texas",48417,58272.000000000,"1,358"
"Union County, Indiana",18161,58286.000000000,"1,357"
"Valley County, Idaho",16085,58299.000000000,"1,356"
"Cass County, Illinois",17017,58308.000000000,"1,355"
"Stonewall County, Texas",48433,58320.000000000,"1,354"
"Callaway County, Missouri",29027,58327.000000000,"1,353"
"Clarke County, Iowa",19039,58333.000000000,"1,352"
"Bell County, Texas",48027,58341.000000000,"1,351"
"Faribault County, Minnesota",27043,58343.000000000,"1,350"
"White County, Illinois",17193,58353.000000000,"1,349"
"Buchanan County, Missouri",29021,58355.000000000,"1,348"
"Keith County, Nebraska",31101,58371.000000000,"1,347"
"Jackson County, Mississippi",28059,58374.000000000,"1,346"
"Guilford County, North Carolina",37081,58378.000000000,"1,345"
"Buncombe County, North Carolina",37021,58388.000000000,"1,344"
"Juab County, Utah",49023,58389.000000000,"1,343"
"Chatham County, Georgia",13051,58394.000000000,"1,342"
"Wayne County, Iowa",19185,58397.000000000,"1,341"
"Lampasas County, Texas",48281,58410.000000000,"1,340"
"LaPorte County, Indiana",18091,58424.000000000,"1,339"
"Platte County, Wyoming",56031,58427.000000000,"1,338"
"Henderson County, North Carolina",37089,58428.000000000,"1,337"
"Jackson County, Michigan",26075,58432.000000000,"1,336"
"Schuylkill County, Pennsylvania",42107,58441.000000000,"1,335"
"Indian River County, Florida",12061,58448.000000000,"1,334"
"Brooke County, West Virginia",54009,58460.000000000,"1,333"
"Bonneville County, Idaho",16019,58500.000000000,"1,332"
"Calhoun County, Iowa",19025,58512.000000000,"1,331"
"Jackson County, Iowa",19097,58516.000000000,"1,330"
"Sutter County, California",06101,58524.000000000,"1,329"
"Clinton County, Indiana",18023,58546.000000000,"1,328"
"Barton County, Kansas",20009,58558.000000000,"1,326"
"Hall County, Georgia",13139,58558.000000000,"1,326"
"Lubbock County, Texas",48303,58569.000000000,"1,325"
"Deuel County, Nebraska",31049,58571.000000000,"1,324"
"Iroquois County, Illinois",17075,58577.000000000,"1,323"
"Nueces County, Texas",48355,58589.000000000,"1,322"
"Buena Vista County, Iowa",19021,58604.000000000,"1,321"
"Carbon County, Pennsylvania",42025,58605.000000000,"1,319"
"Paulding County, Ohio",39125,58605.000000000,"1,319"
"Rockbridge County, Virginia",51163,58614.000000000,"1,318"
"Vernon County, Wisconsin",55123,58629.000000000,"1,317"
"Franklin County, Iowa",19069,58636.000000000,"1,316"
"Adams County, Iowa",19003,58659.000000000,"1,315"
"Knox County, Ohio",39083,58661.000000000,"1,314"
"Flathead County, Montana",30029,58670.000000000,"1,313"
"Mineral County, Nevada",32021,58676.000000000,"1,312"
"Washita County, Oklahoma",40149,58682.000000000,"1,310"
"Westmoreland County, Virginia",51193,58682.000000000,"1,310"
"Adair County, Iowa",19001,58738.000000000,"1,309"
"Erie County, Pennsylvania",42049,58746.000000000,"1,308"
"San Juan County, New Mexico",35045,58777.000000000,"1,307"
"Lincoln County, Washington",53043,58810.000000000,"1,306"
"Herkimer County, New York",36043,58822.000000000,"1,305"
"Clatsop County, Oregon",41007,58825.000000000,"1,304"
"Maury County, Tennessee",47119,58844.000000000,"1,303"
"Jack County, Texas",48237,58854.000000000,"1,302"
"Winnebago County, Illinois",17201,58858.000000000,"1,301"
"Warren County, Kentucky",21227,58863.000000000,"1,300"
"Hutchinson County, Texas",48233,58909.000000000,"1,299"
"Knox County, Nebraska",31107,58912.000000000,"1,298"
"Nelson County, Kentucky",21179,58946.000000000,"1,297"
"Carson City, Nevada",32510,58947.000000000,"1,296"
"Trimble County, Kentucky",21223,58962.000000000,"1,295"
"Kootenai County, Idaho",16055,58966.000000000,"1,294"
"Southampton County, Virginia",51175,58977.000000000,"1,292"
"Wichita County, Kansas",20203,58977.000000000,"1,292"
"Baker County, Florida",12003,58995.000000000,"1,291"
"Pocahontas County, Iowa",19151,59009.000000000,"1,290"
"Daviess County, Kentucky",21059,59013.000000000,"1,289"
"Harlan County, Nebraska",31083,59038.000000000,"1,288"
"Sherman County, Oregon",41055,59063.000000000,"1,287"
"Jessamine County, Kentucky",21113,59065.000000000,"1,286"
"Cumberland County, Illinois",17035,59077.000000000,"1,285"
"Doniphan County, Kansas",20043,59079.000000000,"1,284"
"Comanche County, Kansas",20033,59083.000000000,"1,282"
"San Bernardino County, California",06071,59083.000000000,"1,282"
"Davis County, Iowa",19051,59088.000000000,"1,281"
"Scott County, Kansas",20171,59096.000000000,"1,280"
"Howard County, Indiana",18067,59111.000000000,"1,279"
"Oswego County, New York",36075,59137.000000000,"1,278"
"Wakulla County, Florida",12129,59145.000000000,"1,277"
"Chase County, Kansas",20017,59150.000000000,"1,275"
"Emery County, Utah",49015,59150.000000000,"1,275"
"Appomattox County, Virginia",51011,59159.000000000,"1,274"
"Montgomery County, Illinois",17135,59167.000000000,"1,273"
"Franklin County, Washington",53021,59169.000000000,"1,272"
"Jefferson County, Iowa",19101,59173.000000000,"1,271"
"Adams County, Indiana",18001,59178.000000000,"1,270"
"Liberty County, Montana",30051,59180.000000000,"1,269"
"Defiance County, Ohio",39039,59189.000000000,"1,268"
"Jefferson County, Florida",12065,59196.000000000,"1,267"
"Ste. Genevieve County, Missouri",29186,59216.000000000,"1,266"
"Sherman County, Nebraska",31163,59222.000000000,"1,265"
"Greene County, Iowa",19073,59242.000000000,"1,264"
"Bland County, Virginia",51021,59258.000000000,"1,263"
"Wright County, Iowa",19197,59263.000000000,"1,262"
"Holt County, Nebraska",31089,59279.000000000,"1,261"
"Tipton County, Indiana",18159,59286.000000000,"1,260"
"Cache County, Utah",49005,59288.000000000,"1,259"
"Beauregard Parish, Louisiana",22011,59289.000000000,"1,258"
"Pulaski County, Arkansas",05119,59305.000000000,"1,257"
"Van Wert County, Ohio",39161,59310.000000000,"1,256"
"Cape Girardeau County, Missouri",29031,59337.000000000,"1,255"
"Bexar County, Texas",48029,59348.000000000,"1,254"
"Franklin County, Nebraska",31061,59357.000000000,"1,253"
"Harding County, South Dakota",46063,59375.000000000,"1,252"
"Moniteau County, Missouri",29135,59383.000000000,"1,251"
"Clark County, Kentucky",21049,59400.000000000,"1,250"
"Thayer County, Nebraska",31169,59412.000000000,"1,249"
"Blount County, Tennessee",47009,59416.000000000,"1,248"
"Bingham County, Idaho",16011,59419.000000000,"1,247"
"Catoosa County, Georgia",13047,59426.000000000,"1,246"
"Logan County, Ohio",39091,59429.000000000,"1,245"
"Dickinson County, Kansas",20041,59447.000000000,"1,244"
"Burnet County, Texas",48053,59452.000000000,"1,243"
"Shenandoah County, Virginia",51171,59459.000000000,"1,242"
"Douglas County, South Dakota",46043,59472.000000000,"1,241"
"Freeborn County, Minnesota",27047,59478.000000000,"1,240"
"McPherson County, Nebraska",31117,59479.000000000,"1,239"
"McIntosh County, North Dakota",38051,59489.000000000,"1,237"
"Saline County, Kansas",20169,59489.000000000,"1,237"
"Stark County, Ohio",39151,59502.000000000,"1,236"
"Saline County, Nebraska",31151,59503.000000000,"1,235"
"Orange County, Texas",48361,59507.000000000,"1,234"
"Spink County, South Dakota",46115,59508.000000000,"1,233"
"Lenawee County, Michigan",26091,59511.000000000,"1,232"
"Big Horn County, Wyoming",56003,59519.000000000,"1,231"
"Susquehanna County, Pennsylvania",42115,59527.000000000,"1,230"
"Elk County, Pennsylvania",42047,59551.000000000,"1,229"
"Alleghany County and Clifton Forge City, Virginia",51005,59570.000000000,"1,228"
"Duval County, Florida",12031,59580.000000000,"1,227"
"Valley County, Nebraska",31175,59583.000000000,"1,226"
"Marshall County, Indiana",18099,59601.000000000,"1,225"
"Palo Alto County, Iowa",19147,59606.000000000,"1,224"
"Tom Green County, Texas",48451,59614.000000000,"1,223"
"Amherst County, Virginia",51009,59615.000000000,"1,222"
"Luzerne County, Pennsylvania",42079,59622.000000000,"1,221"
"Assumption Parish, Louisiana",22007,59656.000000000,"1,220"
"Meade County, Kansas",20119,59659.000000000,"1,219"
"Ward County, Texas",48475,59688.000000000,"1,218"
"Hockley County, Texas",48219,59696.000000000,"1,217"
"Richardson County, Nebraska",31147,59699.000000000,"1,216"
"Tuscaloosa County, Alabama",01125,59726.000000000,"1,215"
"Hubbard County, Minnesota",27057,59736.000000000,"1,214"
"Johnston County, North Carolina",37101,59775.000000000,"1,213"
"Howard County, Texas",48227,59785.000000000,"1,212"
"Carroll County, Illinois",17015,59786.000000000,"1,210"
"Harper County, Oklahoma",40059,59786.000000000,"1,210"
"Hot Springs County, Wyoming",56017,59787.000000000,"1,209"
"Niobrara County, Wyoming",56027,59821.000000000,"1,208"
"Edgefield County, South Carolina",45037,59828.000000000,"1,207"
"Archuleta County, Colorado",08007,59834.000000000,"1,206"
"Clayton County, Iowa",19043,59837.000000000,"1,205"
"Washington County, Oklahoma",40147,59841.000000000,"1,204"
"Noble County, Indiana",18113,59843.000000000,"1,203"
"Lewis County, New York",36049,59877.000000000,"1,202"
"Loudon County, Tennessee",47105,59896.000000000,"1,201"
"Mason County, Washington",53045,59898.000000000,"1,200"
"Hamilton County, Illinois",17065,59920.000000000,"1,199"
"Tuolumne County, California",06109,59921.000000000,"1,198"
"Marshall County, Kansas",20117,59926.000000000,"1,197"
